id,level,subject,mchoice,ans,eword,title,opa,opb,opc,opd,desc,options,sql
"qitm:j12000","junior","N","A","Internet","Internet","n.互联网，因特网","n.饼干；软饼","n.不列颠，英国","n.公告栏；平板；","英['intәnet] "
"qitm:j12001","junior","N","A","instrument","instrument","n.乐器；器具，仪器","n.财富；富有；财产","n.安全；保险；保安","n.飞行员；领航员","英['instrumәnt] "
"qitm:j12002","junior","N","B","journey","journey","n.博物馆；博物院","n.旅行；行程；历程","n.报纸；报社","n.笑话；玩笑","英['dʒә:ni] "
"qitm:j12003","junior","N","C","instruction","instruction","n.乐器；器具，仪器","n.蚕丝；丝织品","n.使用说明；指导；命令","n.安全；保险；保安","英[in'strʌkʃәn] "
"qitm:j12004","junior","N","A","hill","hill","n.小山；斜坡","n.报纸；报社","n.蚕丝；丝织品","n.产品；产物","英[hil] "
"qitm:j12005","junior","N","B","joke","joke","n.背景；底色","n.笑话；玩笑","n.表面；地面，水面；外表","n.叉子","英[dʒәuk] "
"qitm:j12006","junior","N","A","least","least","n.最少；最小","n.菜单；（电脑上的）选项单","n.不列颠，英国","n.成功，胜利","英[li:st] "
"qitm:j12007","junior","N","D","standard","standard","n.蚕丝；丝织品","n.安全；保险；保安","n.运动员；演奏者；玩家","n.标准a.标准的","英['stændәd] "
"qitm:j12008","junior","N","B","once","once","n.玻璃；眼镜","n.&ad.一次；从前conj.一旦","n.报纸；报社","n.部分a.部分的v.分离","英[wʌns] "
"qitm:j12009","junior","N","B","T-shirt","T-shirt","n.安静；寂静；沉默","mT恤衫","n.公告栏；平板；","n.表面；地面，水面；外表","[T-ʃә:t] "
"qitm:j12010","junior","N","A","X-ray","X-ray","n.X射线，X光","n.&ad.一次；从前conj.一旦","n.公告栏；平板；","n.差别；差数","英[eksreii] "
"qitm:j12011","junior","N","B","hobby","hobby","n.标准a.标准的","n.爱好，嗜好","n.小山；斜坡","n.运动员；演奏者；玩家","英['hɒbi] "
"qitm:j12012","junior","N","B","silence","silence","n.成员；会员","n.安静；寂静；沉默","n.飞行员；领航员","n.玻璃；眼镜","英['sailәns] "
"qitm:j12013","junior","N","C","safety","safety","n.叉子","n.最少；最小","n.安全；保险；保安","n.澳洲；澳大利亚","英['seifti] "
"qitm:j12014","junior","N","D","Olympics","Olympics","n.笑话；玩笑","n.最少；最小","n.报纸；报社","n.奥利匹克运动会，奥运会","英[әu'limpiks] "
"qitm:j12015","junior","N","D","Australia","Australia","n.互联网，因特网","n.标准a.标准的","n.安静；寂静；沉默","n.澳洲；澳大利亚","英[ɒ'streiljә] "
"qitm:j12016","junior","N","B","board","board","mT恤衫","n.公告栏；平板；","n.棒球","n.菜单；（电脑上的）选项单","英[bɒ:d] "
"qitm:j12017","junior","N","B","office","office","n.不列颠，英国","董事会n.办公室","n.运动员；演奏者；玩家","n.报纸；报社","英['ɒfis] "
"qitm:j12018","junior","N","D","baseball","baseball","n.笑话；玩笑","n.澳洲；澳大利亚","D.笔记；便条V.注意","n.棒球","英['beisbɒ:l] "
"qitm:j12019","junior","N","D","pound","pound","n.互联网，因特网","n.薄煎饼；烙饼","n.草莓","n.磅；英镑","英[paund] "
"qitm:j12020","junior","N","A","newspaper","newspaper","n.报纸；报社","n.笔记本","n.&ad.一次；从前conj.一旦","n.叉子","英['nju:z.peipә] "
"qitm:j12021","junior","N","A","background","background","n.背景；底色","n.财富；富有；财产","n.博物馆；博物院","n.菜单；（电脑上的）选项单","英['bækgraund] "
"qitm:j12022","junior","N","B","player","player","n.叉子","n.运动员；演奏者；玩家","n.旅行；行程；历程","n.玻璃；眼镜","英['pleiә] "
"qitm:j12023","junior","N","D","note","note","n.乐器；器具，仪器","n.小甜饼；曲奇饼","n.叉子","D.笔记；便条V.注意","英[nәut] "
"qitm:j12024","junior","N","C","notebook","notebook","n.报纸；报社","n.菜单；（电脑上的）选项单","n.笔记本","n.小山；斜坡","英['nәutbuk] "
"qitm:j12025","junior","N","C","form","form","董事会n.办公室","n.财富；富有；财产","n.表格；形式","n.爱好，嗜好","英[fɒ:m] "
"qitm:j12026","junior","N","B","surface","surface","n.最少；最小","n.表面；地面，水面；外表","n.澳洲；澳大利亚","n.产品；产物","英['sә:fis] "
"qitm:j12027","junior","N","A","ice","ice","n.冰v.冰冻","n.产品；产物","n.成功，胜利","n.草莓","英[ais] "
"qitm:j12028","junior","N","D","biscuit","biscuit","n.乐器；器具，仪器","n.棒球","n.报纸；报社","n.饼干；软饼","英['biskit] "
"qitm:j12029","junior","N","C","pancake","pancake","n.杯子；奖杯","n.差别；差数","n.薄煎饼；烙饼","n.菜单；（电脑上的）选项单","英['pænkeik] "
"qitm:j12030","junior","N","A","cookie","cookie","n.小甜饼；曲奇饼","n.爱好，嗜好","n.产品；产物","n.磅；英镑","英['kuki] "
"qitm:j12031","junior","N","A","patient","patient","n.病人a.耐心的","n.磅；英镑","D.笔记；便条V.注意","n.安全；保险；保安","英['peiʃәnt] "
"qitm:j12032","junior","N","A","glass","glass","n.玻璃；眼镜","n.小山；斜坡","n.最少；最小","n.博物馆；博物院","英[glɑ:s] "
"qitm:j12033","junior","N","D","museum","museum","n.旅行；行程；历程","n.笑话；玩笑","n.叉子","n.博物馆；博物院","英[mju:'ziәm] "
"qitm:j12034","junior","N","B","Britain","Britain","n.背景；底色","n.不列颠，英国","n.标准a.标准的","n.笑话；玩笑","英['britәn] "
"qitm:j12035","junior","N","B","part","part","n.车站；驻地；电台","n.部分a.部分的v.分离","n.报纸；报社","n.旅行；观光；巡演","英[pɑ:t] "
"qitm:j12036","junior","N","C","wealth","wealth","n.最少；最小","n.澳洲；澳大利亚","n.财富；富有；财产","n.X射线，X光","英[welθ] "
"qitm:j12037","junior","N","C","menu","menu","n.表面；地面，水面；外表","n.冰v.冰冻","n.菜单；（电脑上的）选项单","n.标准a.标准的","英['menju:] "
"qitm:j12038","junior","N","B","tour","tour","n.产品；产物","n.旅行；观光；巡演","n.车站；驻地；电台","董事会n.办公室","英[tuә] "
"qitm:j12039","junior","N","B","silk","silk","n.部分a.部分的v.分离","n.蚕丝；丝织品","n.旅行；行程；历程","n.磅；英镑","英[silk] "
"qitm:j12040","junior","N","C","strawberry","strawberry","n.安静；寂静；沉默","n.最少；最小","n.草莓","n.互联网，因特网","英['strɒ:bәri] "
"qitm:j12041","junior","N","C","fork","fork","n.奥利匹克运动会，奥运会","n.成员；会员","n.叉子","n.使用说明；指导；命令","英[fɒ:k] "
"qitm:j12042","junior","N","D","cup","cup","n.饼干；软饼","n.旅行；行程；历程","n.笔记本","n.杯子；奖杯","英[kʌp] "
"qitm:j12043","junior","N","C","difference","difference","n.乐器；器具，仪器","n.公告栏；平板；","n.差别；差数","n.成功，胜利","英['difәrәns] "
"qitm:j12044","junior","N","A","product","product","n.产品；产物","n.菜单；（电脑上的）选项单","D.笔记；便条V.注意","n.草莓","英['prɒdʌkt] "
"qitm:j12045","junior","N","D","station","station","n.差别；差数","n.公告栏；平板；","n.运动员；演奏者；玩家","n.车站；驻地；电台","英['steiʃәn] "
"qitm:j12046","junior","N","A","success","success","n.成功，胜利","n.澳洲；澳大利亚","n.旅行；行程；历程","n.博物馆；博物院","英[sәk'ses] "
"qitm:j12047","junior","N","B","member","member","n.玻璃；眼镜","n.成员；会员","n.冰v.冰冻","n.草莓","英['membә] "
"qitm:j12048","junior","N","C","pilot","pilot","n.病人a.耐心的","n.旅行；行程；历程","n.飞行员；领航员","n.不列颠，英国","英['pailәt] "
"qitm:j12049","junior","N","D","Internet","n.互联网，因特网","cookie","wealth","biscuit","Internet","英['intәnet] "
"qitm:j12050","junior","N","A","instrument","n.乐器；器具，仪器","instrument","surface","part","pound","英['instrumәnt] "
"qitm:j12051","junior","N","B","journey","n.旅行；行程；历程","Britain","journey","hill","joke","英['dʒә:ni] "
"qitm:j12052","junior","N","A","instruction","n.使用说明；指导；命令","instruction","pancake","station","cup","英[in'strʌkʃәn] "
"qitm:j12053","junior","N","C","hill","n.小山；斜坡","menu","cup","hill","biscuit","英[hil] "
"qitm:j12054","junior","N","C","joke","n.笑话；玩笑","note","notebook","joke","T-shirt","英[dʒәuk] "
"qitm:j12055","junior","N","B","least","n.最少；最小","X-ray","least","silk","wealth","英[li:st] "
"qitm:j12056","junior","N","C","standard","n.标准a.标准的","glass","museum","standard","part","英['stændәd] "
"qitm:j12057","junior","N","A","once","n.&ad.一次；从前conj.一旦","once","silk","T-shirt","museum","英[wʌns] "
"qitm:j12058","junior","N","B","T-shirt","mT恤衫","baseball","T-shirt","least","silence","[T-ʃә:t] "
"qitm:j12059","junior","N","D","X-ray","n.X射线，X光","once","wealth","standard","X-ray","英[eksreii] "
"qitm:j12060","junior","N","A","hobby","n.爱好，嗜好","hobby","background","tour","least","英['hɒbi] "
"qitm:j12061","junior","N","C","silence","n.安静；寂静；沉默","least","cookie","silence","baseball","英['sailәns] "
